1431520406083616769	0	296134526	1
1431520406083616769	0	239501900	2
1431520406083616769	0	270471814	2
1431520406083616769	0	259691986	1
1431520406083616769	0	847030764587900929	1
1431520406083616769	0	88236889	1
1431520406083616769	0	1151970212239032320	1
1431520406083616769	0	836271611670036484	1
1426036369172860931	0	1319832283	2
1426036369172860931	0	1376485700179267586	1
1426036369172860931	0	989499751086415877	2
1426036369172860931	0	2229824098	1
1426036369172860931	0	1430146772366774280	2
1426036369172860931	0	1141269397375455235	1
1426036369172860931	0	1379164699804192771	1
1426036369172860931	0	1359582507214192647	1
1426036369172860931	0	756193462932807681	1
1426036369172860931	0	3099604144	1
1428367423275630593	0	315755187	2
1428367423275630593	0	2990722260	1
1428367423275630593	0	1512516079	2
1428367423275630593	0	1214907497133334529	2
1428367423275630593	0	861660392111648770	2
1428367423275630593	0	810078972985876481	2
1428367423275630593	0	55214803	2
1428304625329913867	0	2979043046	2
1428304625329913867	0	966564689177202688	2
1428304625329913867	0	1011119656588009472	1
1428304625329913867	0	3074962502	1
1428304625329913867	0	1119853169155112960	1
1428304625329913867	0	1314197292417605639	1
1428304625329913867	0	187142863	1
1428304625329913867	0	841211876776259585	1
1427297428890398725	0	388799598	2
1427297428890398725	0	613359204	2
1427297428890398725	0	373257377	1
1427297428890398725	0	395505160	2
1427297428890398725	0	338574743	2
1427297428890398725	0	325268167	1
1427297428890398725	0	712217980264947712	1
1422891523822268416	0	3112616929	2
1422891523822268416	0	2737236714	1
1422891523822268416	0	1481786138	1
1422891523822268416	0	2195188767	1
1422891523822268416	0	303645242	1
1422891523822268416	0	1065972931677827073	1
1422891523822268416	0	1449780097188306946	2
1422891523822268416	0	181906382	2
1422891523822268416	0	1308335184211849216	1
1422891523822268416	0	1139289637	1
1421423304292831236	0	2910690260	2
1421423304292831236	0	227944601	2
1421423304292831236	0	364425413	2
1421423304292831236	0	455895084	2
1421423304292831236	0	1351089031577284610	2
1421423304292831236	0	456546676	2
1421423304292831236	0	1244963822517071872	2
1421423304292831236	0	3235871559	2
1421423304292831236	0	709596380	2
1421423304292831236	0	2558314613	2
1421423304292831236	0	383112039	1
1420483339266318339	0	455895084	2
1420483339266318339	0	1244963822517071872	1
1422026819604189184	0	259372802	2
1422026819604189184	0	150578679	1
1422026819604189184	0	460210929	1
1422026819604189184	0	569792145	2
1414667089391017992	0	259372802	2
1414667089391017992	0	150578679	1
1414667089391017992	0	460210929	1
1414667089391017992	0	569792145	2
1409087616650297351	0	259372802	1
1409087616650297351	0	150578679	1
1390708921049001985	0	1222135873027936256	2
1390708921049001985	0	1225098268364955648	2
1390708921049001985	0	754706630114156544	1
1390708921049001985	0	703518397	1
1390708921049001985	0	3369416608	1
1390708921049001985	0	1238960191	1
1377274435221262337	0	129518457	2
1377274435221262337	0	45522292	2
1377274435221262337	0	722486044059398144	1
1377274435221262337	0	745198763552145409	1
1377274435221262337	0	43580047	1
1376585652683337728	0	259372802	1
1376585652683337728	0	931668301	1
1376585652683337728	0	745581936421257216	2
1376585652683337728	0	187142863	1
1376585652683337728	0	1314197292417605639	1
1434275913152217089	0	70425256	2
1434275913152217089	0	18185862	2
1434275913152217089	0	861412933	2
1434275913152217089	0	1036220551143059456	2
1431658799761436683	0	1319832283	2
1431658799761436683	0	1376485700179267586	2
1428347808860442632	0	587463737	2
1428347808860442632	0	576241232	2
1428285565905117187	0	947425424	2
1426488403336470530	0	153436029	2
1426488403336470530	0	827488482721402884	1
1426488403336470530	0	142264595	2
1426074456615788544	0	153436029	1
1425132064450531328	0	947425424	1
1423756887410061315	0	2463676838	1
1423756887410061315	0	1182257936002949121	1
1421626698899001350	0	1240975777	2
1421626698899001350	0	294061340	2
1421626698899001350	0	3167722574	1
1421626698899001350	0	552741802	1
1421626698899001350	0	1085077101278126080	2
1421626698899001350	0	60327493	1
1421626698899001350	0	335603719	1
1421626698899001350	0	2703410888	1
1421626698899001350	0	2679646598	2
1421626698899001350	0	1458942624	1
1421626698899001350	0	397815350	2
1421626698899001350	0	732319935318401026	2
1421626698899001350	0	518423549	2
1421626698899001350	0	325662704	2
1421452872898777094	0	2703410888	2
1421452872898777094	0	1186788943930499072	2
1417253789447376901	0	1279917380710346752	2
1417253789447376901	0	955791448443703296	2
1417253789447376901	0	1192946702891790336	2
1417253789447376901	0	1318978674411163648	2
1417253789447376901	0	1203570097	1
1417253789447376901	0	1043252048668643328	2
1417253789447376901	0	748291920	2
1417253789447376901	0	1327877820	1
1417253789447376901	0	1422848399498485769	2
1406642665689649156	0	283386225	1
1406642665689649156	0	876767954490331137	2
1406642665689649156	0	286903087	1
1406642665689649156	0	205315932	1
1406642665689649156	0	1598543856	1
1406642665689649156	0	1009434428	1
1406642665689649156	0	237695510	1
1406642665689649156	0	321354818	1
1406642665689649156	0	324361792	2
1404204436407263234	0	2802020953	2
1404204436407263234	0	142264595	1
1403479998900670467	0	1319832283	2
1403479998900670467	0	989499751086415877	2
1403479998900670467	0	1357772826581884930	2
1403479998900670467	0	544933655	2
1403479998900670467	0	1430146772366774280	2
1403479998900670467	0	3417318741	2
1403479998900670467	0	378534651	2
1403479998900670467	0	4736174597	2
1403479998900670467	0	3099604144	1
1403479998900670467	0	756193462932807681	1
1403479998900670467	0	1379164699804192771	2
1403479998900670467	0	1376485700179267586	1
1403479998900670467	0	1359582507214192647	2
1403479998900670467	0	16544348	2
1463555041432940550	0	169274239	2
1463555041432940550	0	859872976287784960	2
1463555041432940550	0	1203570097	1
1463555041432940550	0	2963731179	2
1399700516846948358	0	153436029	2
1399700516846948358	0	827488482721402884	1
1396109634973351937	0	2283469818	2
1396109634973351937	0	187142863	2
1396109634973351937	0	446821067	2
1396109634973351937	0	274133892	1
1396109634973351937	0	115151170	1
1396109634973351937	0	1314197292417605639	2
1396109634973351937	0	966564689177202688	2
1398597390744047619	0	153436029	2
1398597390744047619	0	827488482721402884	1
1398597390744047619	0	142264595	1
1398597390744047619	0	1903298402	1
1398597390744047619	0	1353711643742662657	1
1398597390744047619	0	1264208004	1
1130993490048036864	0	142266613	1
1130993490048036864	0	142264595	1
1130993490048036864	0	153436029	1
1130993490048036864	0	827488482721402884	1
1130993490048036864	0	947425424	1
938526354907201539	0	2447462545	2
938526354907201539	0	725933681387302914	2
938526354907201539	0	2710338337	1
938526354907201539	0	824800200879374336	1
938526354907201539	0	237695510	2
938526354907201539	0	283386225	2
938526354907201539	0	632654368	2
938526354907201539	0	2397555530	2
938526354907201539	0	85518943	2
938526354907201539	0	2333847206	2
1392343681374564353	0	727935997	2
1392343681374564353	0	142266613	2
1392343681374564353	0	142264595	2
1392343681374564353	0	211932358	2
1392202007008665612	0	373257377	1
1392202007008665612	0	388799598	1
1392202007008665612	0	613359204	1
1392202007008665612	0	395505160	1
1387573909390827522	0	497788324	2
1387573909390827522	0	3417318741	2
1387573909390827522	0	378534651	2
1387573909390827522	0	1978803589	1
1387573909390827522	0	544933655	1
1387573909390827522	0	2848126007	1
1387573909390827522	0	788271173779988480	1
1387573909390827522	0	593589160	1
1387573909390827522	0	757502719506669572	1
1384647002743623681	0	728681152534433794	2
1384647002743623681	0	1397195213882499081	1
1384647002743623681	0	142264595	1
1354806175972225033	0	3408942634	1
1354806175972225033	0	71516564	1
